person_id,center_id,td,rcs,phs
P0092,C04,31.96,clear,minor
P0092,C05,10.64,partially_blocked,minor
P0092,C06,31.79,clear,moderate
P0092,C07,23.46,clear,moderate
P0093,C00,8.35,partially_blocked,minor
P0093,C01,57.69,partially_blocked,extreme
P0093,C02,9.24,partially_blocked,none
P0093,C03,5.11,blocked,minor
P0093,C04,9.82,partially_blocked,none
P0093,C05,42.72,clear,minor
P0093,C06,5.52,blocked,none
P0093,C07,55.2,partially_blocked,minor
P0094,C00,30.15,clear,none
P0094,C01,2.02,partially_blocked,moderate
P0094,C02,38.18,clear,minor
P0094,C03,55.54,partially_blocked,moderate
P0094,C04,3.38,partially_blocked,extreme
P0094,C05,18.53,partially_blocked,moderate
P0094,C06,28.87,clear,none
P0094,C07,41.75,partially_blocked,none
P0095,C00,10.89,clear,significant
P0095,C01,12.46,partially_blocked,none
P0095,C02,27.76,partially_blocked,moderate
P0095,C03,8.7,clear,significant
P0095,C04,23.83,partially_blocked,none
P0095,C05,3.54,blocked,moderate
P0095,C06,47.67,clear,moderate
P0095,C07,24.31,clear,moderate
P0096,C00,21.79,partially_blocked,minor
P0096,C01,36.85,partially_blocked,moderate
P0096,C02,44.57,clear,minor
P0096,C03,41.35,clear,none
P0096,C04,12.46,partially_blocked,minor
P0096,C05,20.1,partially_blocked,moderate
P0096,C06,27.16,partially_blocked,minor
P0096,C07,41.76,clear,none
P0097,C00,19.46,clear,extreme
P0097,C01,34.35,partially_blocked,minor
P0097,C02,19.07,clear,extreme
P0097,C03,29.16,clear,none
P0097,C04,37.01,blocked,none
P0097,C05,33.22,partially_blocked,minor
P0097,C06,21.14,partially_blocked,none
P0097,C07,32.3,partially_blocked,moderate
P0098,C00,10.03,partially_blocked,none
P0098,C01,35.48,blocked,significant
P0098,C02,13.82,partially_blocked,none
P0098,C03,43.63,blocked,moderate
P0098,C04,45.59,clear,moderate
P0098,C05,4.89,clear,moderate
P0098,C06,19.96,partially_blocked,none
P0098,C07,2.0,clear,none
P0099,C00,14.77,partially_blocked,moderate
P0099,C01,57.38,clear,moderate
P0099,C02,14.14,partially_blocked,moderate
P0099,C03,36.0,partially_blocked,significant
P0099,C04,17.76,clear,none
P0099,C05,22.83,clear,significant
P0099,C06,18.19,clear,significant
P0099,C07,19.92,partially_blocked,none
P0100,C00,21.85,partially_blocked,minor
P0100,C01,29.29,partially_blocked,none
P0100,C02,19.64,blocked,moderate
P0100,C03,5.71,partially_blocked,minor
P0100,C04,28.44,partially_blocked,minor
P0100,C05,27.32,partially_blocked,moderate
P0100,C06,20.03,clear,moderate
P0100,C07,22.34,partially_blocked,minor
P0101,C00,53.27,partially_blocked,moderate
P0101,C01,42.39,clear,minor
P0101,C02,27.95,partially_blocked,moderate
P0101,C03,41.82,partially_blocked,minor
P0101,C04,25.69,partially_blocked,none
P0101,C05,19.96,partially_blocked,minor
P0101,C06,51.69,clear,minor
P0101,C07,49.88,clear,none
P0102,C00,9.56,partially_blocked,minor
P0102,C01,37.92,partially_blocked,significant
P0102,C02,34.99,partially_blocked,moderate
P0102,C03,30.38,partially_blocked,none
P0102,C04,58.98,partially_blocked,moderate
P0102,C05,36.08,partially_blocked,minor
P0102,C06,33.4,clear,moderate
P0102,C07,26.41,clear,moderate
P0103,C00,5.57,blocked,moderate
P0103,C01,7.74,partially_blocked,moderate
P0103,C02,52.32,blocked,moderate
P0103,C03,31.43,blocked,none
P0103,C04,5.65,partially_blocked,significant
P0103,C05,16.09,clear,minor
P0103,C06,32.1,blocked,minor
P0103,C07,17.22,blocked,none
P0104,C00,20.14,clear,significant
P0104,C01,46.0,clear,minor
P0104,C02,48.91,blocked,moderate
P0104,C03,24.23,partially_blocked,extreme
P0104,C04,32.25,partially_blocked,moderate
P0104,C05,68.06,blocked,minor
P0104,C06,52.41,partially_blocked,minor
P0104,C07,25.74,clear,minor
P0105,C00,13.47,clear,minor
P0105,C01,44.2,blocked,significant
P0105,C02,15.22,blocked,none
P0105,C03,15.18,clear,significant
P0105,C04,7.71,clear,minor
P0105,C05,45.05,clear,moderate
P0105,C06,2.84,partially_blocked,moderate
P0105,C07,27.51,clear,none
P0106,C00,37.4,partially_blocked,minor
P0106,C01,16.59,blocked,moderate
P0106,C02,46.94,clear,minor
P0106,C03,52.14,partially_blocked,moderate
P0106,C04,10.53,clear,moderate
P0106,C05,28.58,blocked,moderate
P0106,C06,29.47,clear,none
P0106,C07,4.93,blocked,minor
P0107,C00,9.57,clear,significant
P0107,C01,44.0,clear,none
P0107,C02,37.82,partially_blocked,none
P0107,C03,9.63,blocked,none
P0107,C04,40.6,clear,none
P0107,C05,54.65,clear,none
P0107,C06,30.09,blocked,minor
P0107,C07,20.42,partially_blocked,moderate
P0108,C00,60.23,clear,none
P0108,C01,14.86,blocked,none
P0108,C02,44.15,partially_blocked,minor
P0108,C03,11.95,blocked,minor
P0108,C04,2.0,clear,none
P0108,C05,9.77,partially_blocked,none
P0108,C06,12.7,clear,minor
P0108,C07,8.88,clear,significant
P0109,C00,22.7,clear,extreme
P0109,C01,20.91,blocked,minor
P0109,C02,54.76,blocked,none
P0109,C03,19.86,clear,moderate
P0109,C04,8.66,partially_blocked,minor
P0109,C05,25.17,clear,moderate
P0109,C06,9.87,clear,none
P0109,C07,40.63,partially_blocked,minor
P0110,C00,7.98,clear,none
P0110,C01,2.01,clear,minor
P0110,C02,15.21,clear,minor
P0110,C03,31.27,clear,moderate
P0110,C04,13.16,partially_blocked,moderate
P0110,C05,8.76,clear,moderate
P0110,C06,24.19,clear,none
P0110,C07,32.31,clear,none
P0111,C00,10.68,blocked,none
P0111,C01,6.56,clear,minor
P0111,C02,29.27,partially_blocked,minor
P0111,C03,16.05,clear,none
P0111,C04,10.17,clear,none
P0111,C05,41.77,partially_blocked,minor
P0111,C06,20.57,clear,none
P0111,C07,39.09,clear,extreme
P0112,C00,41.48,partially_blocked,significant
P0112,C01,20.46,blocked,significant
P0112,C02,2.0,blocked,moderate
P0112,C03,23.59,partially_blocked,none
P0112,C04,38.8,partially_blocked,significant
P0112,C05,7.8,clear,moderate
P0112,C06,28.29,partially_blocked,extreme
P0112,C07,9.18,partially_blocked,moderate
P0113,C00,23.04,partially_blocked,minor
P0113,C01,49.81,clear,none
P0113,C02,43.93,clear,moderate
P0113,C03,22.36,partially_blocked,extreme
P0113,C04,26.98,partially_blocked,minor
P0113,C05,62.7,blocked,minor
P0113,C06,25.42,partially_blocked,minor
P0113,C07,22.16,partially_blocked,none
P0114,C00,6.9,partially_blocked,minor
P0114,C01,18.0,clear,significant
P0114,C02,22.8,partially_blocked,minor
P0114,C03,7.44,clear,minor
P0114,C04,43.08,partially_blocked,significant
P0114,C05,38.94,partially_blocked,minor
P0114,C06,21.2,clear,none
P0114,C07,64.21,partially_blocked,none
P0115,C00,17.53,partially_blocked,significant
P0115,C01,20.22,clear,significant
P0115,C02,40.55,clear,minor
P0115,C03,29.81,clear,significant
P0115,C04,54.72,partially_blocked,significant
P0115,C05,16.24,partially_blocked,minor
P0115,C06,19.01,partially_blocked,none
P0115,C07,57.58,partially_blocked,none
P0116,C00,39.16,clear,moderate
P0116,C01,45.04,partially_blocked,none
P0116,C02,26.01,partially_blocked,minor
P0116,C03,25.66,clear,significant
P0116,C04,24.71,partially_blocked,moderate
P0116,C05,9.78,partially_blocked,none
P0116,C06,15.16,clear,minor
P0116,C07,43.56,partially_blocked,moderate
P0117,C00,17.66,partially_blocked,significant
P0117,C01,15.09,clear,moderate
P0117,C02,13.99,clear,extreme
P0117,C03,19.03,partially_blocked,minor
P0117,C04,16.21,partially_blocked,none
P0117,C05,2.0,blocked,none
P0117,C06,58.47,partially_blocked,extreme
P0117,C07,38.14,clear,moderate
P0118,C00,2.0,partially_blocked,none
P0118,C01,51.49,partially_blocked,moderate
P0118,C02,42.99,partially_blocked,none
P0118,C03,17.71,clear,significant
P0118,C04,21.95,partially_blocked,minor
P0118,C05,10.73,clear,none
P0118,C06,70.63,partially_blocked,extreme
P0118,C07,31.26,clear,moderate
P0119,C00,18.65,partially_blocked,significant
P0119,C01,17.48,partially_blocked,none
P0119,C02,9.68,clear,minor
P0119,C03,54.04,partially_blocked,moderate
P0119,C04,7.39,partially_blocked,minor
P0119,C05,44.57,partially_blocked,moderate
P0119,C06,19.83,partially_blocked,significant
P0119,C07,37.58,clear,extreme
P0120,C00,12.91,partially_blocked,extreme
P0120,C01,52.99,clear,significant
P0120,C02,15.41,clear,none
P0120,C03,39.34,partially_blocked,none
P0120,C04,20.42,partially_blocked,minor
P0120,C05,43.22,clear,none
P0120,C06,5.79,clear,none
P0120,C07,7.89,partially_blocked,none
P0121,C00,8.85,partially_blocked,moderate
P0121,C01,5.83,clear,none
P0121,C02,16.14,clear,moderate
P0121,C03,24.94,partially_blocked,significant
P0121,C04,19.14,partially_blocked,moderate
P0121,C05,20.01,clear,none
P0121,C06,8.17,partially_blocked,significant
P0121,C07,38.91,blocked,moderate
P0122,C00,7.09,clear,minor
P0122,C01,14.74,clear,extreme
P0122,C02,5.33,clear,significant
P0122,C03,58.86,clear,moderate
P0122,C04,4.71,clear,minor
P0122,C05,4.11,clear,minor
P0122,C06,38.93,clear,moderate
P0122,C07,22.32,partially_blocked,none
P0123,C00,44.12,partially_blocked,none
P0123,C01,30.47,clear,none
P0123,C02,28.61,clear,minor
P0123,C03,48.64,blocked,none
P0123,C04,30.3,blocked,none
P0123,C05,17.43,clear,moderate
P0123,C06,22.1,partially_blocked,moderate
P0123,C07,10.54,clear,moderate
P0124,C00,18.48,clear,none
P0124,C01,9.15,partially_blocked,minor
P0124,C02,19.32,blocked,minor
P0124,C03,30.53,clear,moderate
P0124,C04,33.81,blocked,significant
P0124,C05,24.85,partially_blocked,none
P0124,C06,19.56,clear,minor
P0124,C07,17.89,partially_blocked,minor
P0125,C00,46.29,blocked,none
P0125,C01,27.74,clear,significant
P0125,C02,18.79,partially_blocked,none
P0125,C03,8.09,clear,none
P0125,C04,13.54,clear,minor
P0125,C05,33.74,clear,none
P0125,C06,7.65,clear,none
P0125,C07,26.84,partially_blocked,moderate
P0126,C00,18.94,clear,moderate
P0126,C01,33.18,clear,significant
P0126,C02,25.35,clear,extreme
P0126,C03,2.98,partially_blocked,minor
P0126,C04,22.87,blocked,moderate
P0126,C05,31.12,blocked,none
P0126,C06,35.72,partially_blocked,minor
P0126,C07,24.83,partially_blocked,minor
P0127,C00,42.92,clear,significant
P0127,C01,15.04,blocked,moderate
P0127,C02,28.19,partially_blocked,moderate
P0127,C03,30.92,clear,moderate
P0127,C04,49.72,partially_blocked,none
P0127,C05,10.95,clear,minor
P0127,C06,35.38,clear,none
P0127,C07,36.77,partially_blocked,moderate
P0128,C00,48.21,clear,none
P0128,C01,9.25,partially_blocked,minor
P0128,C02,29.86,partially_blocked,moderate
P0128,C03,41.59,clear,none
P0128,C04,24.39,partially_blocked,significant
P0128,C05,31.11,blocked,none
P0128,C06,13.84,partially_blocked,none
P0128,C07,12.79,clear,none
P0129,C00,8.66,blocked,none
P0129,C01,10.76,partially_blocked,minor
P0129,C02,16.54,blocked,minor
P0129,C03,49.61,partially_blocked,none
P0129,C04,18.63,clear,none
P0129,C05,23.31,blocked,significant
P0129,C06,22.86,clear,minor
P0129,C07,66.21,clear,moderate
P0130,C00,36.01,clear,none
P0130,C01,43.33,clear,none
P0130,C02,51.74,partially_blocked,moderate
P0130,C03,25.69,clear,minor
P0130,C04,19.49,partially_blocked,none
P0130,C05,29.81,partially_blocked,none
P0130,C06,9.99,clear,none
P0130,C07,49.71,clear,moderate
P0131,C00,19.58,partially_blocked,none
P0131,C01,58.49,clear,none
P0131,C02,32.96,blocked,moderate
P0131,C03,23.01,blocked,minor
P0131,C04,13.13,clear,minor
P0131,C05,35.34,clear,none
P0131,C06,28.95,clear,none
P0131,C07,2.82,clear,moderate
P0132,C00,21.13,partially_blocked,extreme
P0132,C01,18.21,partially_blocked,minor
P0132,C02,57.72,blocked,minor
P0132,C03,26.63,clear,minor
P0132,C04,55.14,partially_blocked,minor
P0132,C05,11.68,blocked,moderate
P0132,C06,13.31,clear,moderate
P0132,C07,31.48,partially_blocked,none
P0133,C00,57.86,partially_blocked,minor
P0133,C01,44.51,clear,none
P0133,C02,32.79,blocked,none
P0133,C03,22.83,clear,none
P0133,C04,57.42,blocked,minor
P0133,C05,18.06,clear,moderate
P0133,C06,24.01,clear,none
P0133,C07,17.57,partially_blocked,none
P0134,C00,15.52,partially_blocked,none
P0134,C01,17.93,partially_blocked,none
P0134,C02,29.36,clear,minor
P0134,C03,39.39,partially_blocked,minor
P0134,C04,2.97,partially_blocked,moderate
P0134,C05,9.53,partially_blocked,significant
P0134,C06,51.0,clear,moderate
P0134,C07,2.0,clear,none
P0135,C00,50.37,clear,none
P0135,C01,14.66,clear,moderate
P0135,C02,3.99,clear,minor
P0135,C03,42.82,partially_blocked,minor
P0135,C04,37.34,partially_blocked,none
P0135,C05,21.51,partially_blocked,moderate
P0135,C06,52.2,clear,moderate
P0135,C07,7.51,partially_blocked,none
P0136,C00,22.53,partially_blocked,moderate
P0136,C01,40.76,clear,minor
P0136,C02,3.25,blocked,significant
P0136,C03,23.66,clear,none
P0136,C04,19.65,clear,none
P0136,C05,57.5,clear,moderate
P0136,C06,45.61,clear,minor
P0136,C07,20.05,blocked,extreme
P0137,C00,70.16,blocked,moderate
P0137,C01,28.56,partially_blocked,moderate
P0137,C02,23.57,clear,significant
P0137,C03,23.15,blocked,minor
P0137,C04,28.74,blocked,none
P0137,C05,37.14,blocked,none
P0137,C06,5.95,clear,minor
P0137,C07,14.57,clear,moderate
P0138,C00,2.8,clear,significant
P0138,C01,23.01,partially_blocked,significant
P0138,C02,7.61,clear,minor
P0138,C03,30.11,clear,minor
P0138,C04,15.82,clear,significant
P0138,C05,20.17,partially_blocked,minor
P0138,C06,36.61,clear,minor
P0138,C07,55.23,clear,minor
P0139,C00,30.06,clear,moderate
P0139,C01,60.01,partially_blocked,minor
P0139,C02,27.02,blocked,moderate
P0139,C03,25.84,partially_blocked,significant
P0139,C04,27.39,partially_blocked,moderate
P0139,C05,51.61,partially_blocked,minor
P0139,C06,14.28,clear,minor
P0139,C07,17.43,clear,extreme
P0140,C00,32.06,partially_blocked,minor
P0140,C01,2.0,clear,moderate
P0140,C02,35.59,partially_blocked,none
P0140,C03,7.94,clear,significant
P0140,C04,36.5,clear,none
P0140,C05,11.8,blocked,moderate
P0140,C06,27.42,clear,minor
P0140,C07,38.99,clear,minor
P0141,C00,17.54,clear,minor
P0141,C01,13.88,partially_blocked,minor
P0141,C02,45.53,partially_blocked,minor
P0141,C03,32.16,clear,none
P0141,C04,4.95,clear,significant
P0141,C05,3.87,partially_blocked,minor
P0141,C06,21.65,blocked,none
P0141,C07,5.05,blocked,minor
P0142,C00,22.51,partially_blocked,none
P0142,C01,14.4,partially_blocked,extreme
P0142,C02,32.8,clear,minor
P0142,C03,26.4,clear,none
P0142,C04,17.17,clear,none
P0142,C05,32.29,clear,moderate
P0142,C06,36.02,partially_blocked,minor
P0142,C07,25.05,blocked,moderate
P0143,C00,47.84,clear,none
P0143,C01,30.1,partially_blocked,none
P0143,C02,10.29,blocked,moderate
P0143,C03,89.98,blocked,minor
P0143,C04,58.08,clear,moderate
P0143,C05,57.03,clear,significant
P0143,C06,14.33,partially_blocked,minor
P0143,C07,10.19,clear,none
P0144,C00,18.21,partially_blocked,none
P0144,C01,4.16,clear,minor
P0144,C02,14.44,clear,moderate
P0144,C03,39.8,clear,moderate
P0144,C04,17.93,clear,minor
P0144,C05,42.36,clear,moderate
P0144,C06,9.82,clear,significant
P0144,C07,29.2,partially_blocked,none
P0145,C00,14.83,clear,none
P0145,C01,22.48,clear,minor
P0145,C02,14.78,partially_blocked,minor
P0145,C03,8.13,clear,none
P0145,C04,8.39,clear,moderate
P0145,C05,24.47,partially_blocked,moderate
P0145,C06,31.87,clear,minor
P0145,C07,23.6,clear,minor
P0146,C00,56.41,blocked,minor
P0146,C01,5.87,partially_blocked,none
P0146,C02,45.82,clear,moderate
P0146,C03,63.57,clear,none
P0146,C04,21.27,partially_blocked,moderate
P0146,C05,17.3,partially_blocked,moderate
P0146,C06,23.95,clear,none
P0146,C07,41.16,partially_blocked,minor
P0147,C00,37.39,clear,minor
P0147,C01,28.69,partially_blocked,minor
P0147,C02,70.8,clear,none
P0147,C03,64.91,clear,minor
P0147,C04,24.18,partially_blocked,none
P0147,C05,23.0,partially_blocked,none
P0147,C06,19.19,partially_blocked,none
P0147,C07,24.39,clear,minor
P0148,C00,37.66,blocked,moderate
P0148,C01,43.98,clear,extreme
P0148,C02,15.21,clear,extreme
P0148,C03,20.49,clear,minor
P0148,C04,27.83,clear,minor
P0148,C05,9.13,clear,none
P0148,C06,16.94,partially_blocked,minor
P0148,C07,41.81,partially_blocked,moderate
P0149,C00,16.04,clear,minor
P0149,C01,30.94,clear,moderate
P0149,C02,24.55,partially_blocked,minor
P0149,C03,10.41,partially_blocked,minor
P0149,C04,9.98,partially_blocked,minor
P0149,C05,19.06,blocked,extreme
P0149,C06,24.56,clear,none
P0149,C07,15.61,partially_blocked,moderate
P0150,C00,38.42,clear,minor
P0150,C01,13.08,clear,significant
P0150,C02,55.38,clear,minor
P0150,C03,54.91,clear,none
P0150,C04,16.84,clear,minor
P0150,C05,6.43,blocked,none
P0150,C06,20.52,partially_blocked,none
P0150,C07,10.76,clear,minor
P0151,C00,22.74,blocked,moderate
P0151,C01,10.14,clear,moderate
P0151,C02,19.08,blocked,moderate
P0151,C03,26.99,blocked,none
P0151,C04,7.08,partially_blocked,minor
P0151,C05,27.76,clear,none
P0151,C06,34.46,partially_blocked,moderate
P0151,C07,23.43,blocked,none
P0152,C00,18.72,clear,moderate
P0152,C01,15.86,partially_blocked,minor
P0152,C02,5.75,clear,minor
P0152,C03,2.5,blocked,moderate
P0152,C04,59.6,clear,moderate
P0152,C05,14.92,partially_blocked,none
P0152,C06,2.58,clear,extreme
P0152,C07,16.95,clear,minor
P0153,C00,29.97,clear,moderate
P0153,C01,52.47,blocked,significant
P0153,C02,26.52,clear,minor
P0153,C03,22.91,clear,significant
P0153,C04,8.74,partially_blocked,none
P0153,C05,34.71,partially_blocked,none
P0153,C06,4.11,clear,minor
P0153,C07,50.93,clear,significant
P0154,C00,16.03,clear,significant
P0154,C01,23.54,clear,none
P0154,C02,6.05,partially_blocked,moderate
P0154,C03,31.47,partially_blocked,extreme
P0154,C04,11.47,partially_blocked,significant
P0154,C05,2.0,partially_blocked,minor
P0154,C06,12.61,partially_blocked,minor
P0154,C07,32.44,clear,none
P0155,C00,16.46,clear,minor
P0155,C01,29.12,partially_blocked,moderate
P0155,C02,3.55,partially_blocked,moderate
P0155,C03,14.56,partially_blocked,none
P0155,C04,57.65,clear,moderate
P0155,C05,21.28,clear,minor
P0155,C06,34.86,partially_blocked,moderate
P0155,C07,25.13,clear,significant
P0156,C00,9.12,partially_blocked,minor
P0156,C01,29.63,partially_blocked,moderate
P0156,C02,2.0,clear,minor
P0156,C03,55.03,partially_blocked,none
P0156,C04,2.0,partially_blocked,significant
P0156,C05,18.72,blocked,moderate
P0156,C06,24.56,clear,moderate
P0156,C07,38.46,partially_blocked,minor
P0157,C00,4.99,clear,none
P0157,C01,15.4,partially_blocked,none
P0157,C02,11.41,blocked,minor
P0157,C03,43.54,partially_blocked,moderate
P0157,C04,61.64,clear,none
P0157,C05,4.75,blocked,none
P0157,C06,15.98,blocked,moderate
P0157,C07,43.6,partially_blocked,moderate
P0158,C00,20.3,clear,moderate
P0158,C01,43.9,blocked,minor
P0158,C02,19.24,partially_blocked,moderate
P0158,C03,45.96,partially_blocked,moderate
P0158,C04,70.85,partially_blocked,minor
P0158,C05,10.73,clear,minor
P0158,C06,61.26,partially_blocked,moderate
P0158,C07,8.75,clear,moderate
P0159,C00,2.06,partially_blocked,minor
P0159,C01,21.08,partially_blocked,minor
P0159,C02,17.18,partially_blocked,minor
P0159,C03,33.75,partially_blocked,moderate
P0159,C04,25.17,clear,none
P0159,C05,26.44,blocked,moderate
P0159,C06,7.73,clear,significant
P0159,C07,35.07,blocked,minor
P0160,C00,19.83,blocked,none
P0160,C01,5.25,partially_blocked,minor
P0160,C02,27.72,clear,minor
P0160,C03,19.7,partially_blocked,minor
P0160,C04,41.49,clear,none
P0160,C05,13.13,clear,minor
P0160,C06,28.49,partially_blocked,minor
P0160,C07,8.83,partially_blocked,none
P0161,C00,60.77,partially_blocked,significant
P0161,C01,19.18,clear,moderate
P0161,C02,39.63,partially_blocked,minor
P0161,C03,3.88,clear,none
P0161,C04,35.43,clear,moderate
P0161,C05,10.41,clear,significant
P0161,C06,36.11,clear,minor
P0161,C07,41.25,clear,moderate
P0162,C00,16.06,clear,moderate
P0162,C01,34.16,partially_blocked,moderate
P0162,C02,52.35,clear,none
P0162,C03,2.0,clear,none
P0162,C04,36.63,clear,minor
P0162,C05,58.09,partially_blocked,none
P0162,C06,19.67,partially_blocked,none
P0162,C07,4.94,clear,minor
P0163,C00,9.8,blocked,none
P0163,C01,52.95,blocked,moderate
P0163,C02,44.58,blocked,none
P0163,C03,19.75,partially_blocked,moderate
P0163,C04,16.75,clear,minor
P0163,C05,15.26,clear,none
P0163,C06,10.41,partially_blocked,minor
P0163,C07,27.13,partially_blocked,moderate
P0164,C00,49.14,partially_blocked,minor
P0164,C01,8.98,blocked,minor
P0164,C02,25.56,clear,minor
P0164,C03,15.12,clear,minor
P0164,C04,50.64,clear,moderate
P0164,C05,31.76,clear,none
P0164,C06,23.96,partially_blocked,none
P0164,C07,56.61,partially_blocked,moderate
P0165,C00,11.29,clear,none
P0165,C01,28.8,partially_blocked,none
P0165,C02,41.96,clear,minor
P0165,C03,16.06,clear,significant
P0165,C04,42.16,partially_blocked,none
P0165,C05,44.87,blocked,significant
P0165,C06,26.58,partially_blocked,minor
P0165,C07,22.84,clear,minor
P0166,C00,14.73,clear,significant
P0166,C01,26.04,clear,none
P0166,C02,7.37,partially_blocked,moderate
P0166,C03,56.72,clear,none
P0166,C04,22.29,partially_blocked,significant
P0166,C05,8.38,clear,extreme
P0166,C06,5.74,clear,moderate
P0166,C07,70.26,clear,minor
P0167,C00,51.49,clear,minor
P0167,C01,21.29,partially_blocked,none
P0167,C02,7.17,clear,moderate
P0167,C03,68.32,partially_blocked,minor
P0167,C04,40.37,partially_blocked,moderate
P0167,C05,10.28,partially_blocked,none
P0167,C06,13.38,blocked,none
P0167,C07,2.0,clear,none
P0168,C00,61.16,blocked,minor
P0168,C01,40.99,partially_blocked,extreme
P0168,C02,33.93,partially_blocked,moderate
P0168,C03,23.92,partially_blocked,minor
P0168,C04,46.32,clear,moderate
P0168,C05,45.91,partially_blocked,none
P0168,C06,23.44,clear,moderate
P0168,C07,53.12,partially_blocked,significant
P0169,C00,12.11,partially_blocked,none
P0169,C01,31.33,blocked,minor
P0169,C02,9.94,clear,moderate
P0169,C03,25.32,clear,moderate
P0169,C04,46.44,partially_blocked,moderate
P0169,C05,13.35,clear,minor
P0169,C06,7.26,partially_blocked,extreme
P0169,C07,69.69,clear,extreme
P0170,C00,46.83,partially_blocked,moderate
P0170,C01,16.67,partially_blocked,none
P0170,C02,70.89,blocked,moderate
P0170,C03,2.19,clear,extreme
P0170,C04,34.79,blocked,none
P0170,C05,26.84,partially_blocked,none
P0170,C06,54.46,clear,moderate
P0170,C07,28.04,clear,moderate
P0171,C00,6.6,blocked,moderate
P0171,C01,72.92,clear,moderate
P0171,C02,4.69,partially_blocked,moderate
P0171,C03,53.11,clear,moderate
P0171,C04,29.55,clear,none
P0171,C05,30.64,partially_blocked,moderate
P0171,C06,12.58,clear,none
P0171,C07,46.74,partially_blocked,none
P0172,C00,30.31,partially_blocked,moderate
P0172,C01,24.2,clear,none
P0172,C02,11.13,clear,none
P0172,C03,17.0,clear,none
P0172,C04,55.08,clear,minor
P0172,C05,49.04,partially_blocked,none
P0172,C06,16.59,clear,minor
P0172,C07,20.28,partially_blocked,none
P0173,C00,18.65,clear,none
P0173,C01,44.79,partially_blocked,minor
P0173,C02,52.48,partially_blocked,significant
P0173,C03,12.02,clear,minor
P0173,C04,52.81,clear,none
P0173,C05,25.58,partially_blocked,minor
P0173,C06,50.22,clear,moderate
P0173,C07,45.57,clear,none
P0174,C00,39.63,clear,minor
P0174,C01,61.02,clear,none
P0174,C02,9.44,blocked,extreme
P0174,C03,16.77,clear,minor
P0174,C04,27.55,blocked,none
P0174,C05,86.22,clear,none
P0174,C06,58.36,partially_blocked,none
P0174,C07,12.16,partially_blocked,none
P0175,C00,23.25,clear,none
P0175,C01,46.25,partially_blocked,moderate
P0175,C02,9.59,partially_blocked,moderate
P0175,C03,2.0,partially_blocked,moderate
P0175,C04,10.33,clear,none
P0175,C05,32.31,partially_blocked,minor
P0175,C06,25.63,clear,moderate
P0175,C07,26.07,partially_blocked,none
P0176,C00,8.95,partially_blocked,minor
P0176,C01,13.4,partially_blocked,none
P0176,C02,7.96,blocked,minor
P0176,C03,46.06,partially_blocked,moderate
P0176,C04,48.52,clear,extreme
P0176,C05,6.01,clear,none
P0176,C06,5.73,partially_blocked,significant
P0176,C07,3.74,partially_blocked,none
P0177,C00,22.55,clear,minor
P0177,C01,32.04,blocked,moderate
P0177,C02,40.55,blocked,minor
P0177,C03,49.29,clear,moderate
P0177,C04,11.46,blocked,none
P0177,C05,30.03,clear,moderate
P0177,C06,10.56,partially_blocked,none
P0177,C07,14.44,partially_blocked,none
P0178,C00,57.9,partially_blocked,moderate
P0178,C01,40.76,partially_blocked,extreme
P0178,C02,39.02,partially_blocked,minor
P0178,C03,11.21,partially_blocked,none
P0178,C04,25.75,clear,none
P0178,C05,33.81,partially_blocked,minor
P0178,C06,45.86,partially_blocked,minor
P0178,C07,19.78,partially_blocked,moderate
P0179,C00,18.75,partially_blocked,moderate
P0179,C01,17.5,partially_blocked,minor
P0179,C02,33.87,clear,moderate
P0179,C03,30.97,partially_blocked,moderate
P0179,C04,16.75,partially_blocked,none
P0179,C05,48.78,clear,significant
P0179,C06,9.91,partially_blocked,significant
P0179,C07,45.88,blocked,none
P0180,C00,39.89,partially_blocked,significant
P0180,C01,19.94,partially_blocked,significant
P0180,C02,13.57,partially_blocked,moderate
P0180,C03,52.52,partially_blocked,moderate
P0180,C04,8.88,partially_blocked,significant
P0180,C05,33.38,partially_blocked,moderate
P0180,C06,2.12,blocked,minor
P0180,C07,3.14,clear,minor
P0181,C00,63.55,clear,moderate
P0181,C01,70.0,clear,significant
P0181,C02,28.05,clear,none
P0181,C03,17.99,blocked,minor
P0181,C04,62.53,clear,none
P0181,C05,32.14,partially_blocked,minor
P0181,C06,21.01,blocked,minor
P0181,C07,10.64,clear,none
P0182,C00,13.35,partially_blocked,minor
P0182,C01,54.83,clear,minor
P0182,C02,17.38,partially_blocked,minor
P0182,C03,13.06,clear,moderate
P0182,C04,24.82,blocked,extreme
P0182,C05,6.83,partially_blocked,minor
P0182,C06,40.79,clear,moderate
P0182,C07,20.48,clear,none
P0183,C00,22.79,partially_blocked,significant
P0183,C01,32.64,clear,none
P0183,C02,27.3,partially_blocked,none
P0183,C03,27.77,partially_blocked,minor
P0183,C04,22.2,clear,extreme
P0183,C05,35.55,blocked,minor
P0183,C06,17.96,clear,minor
P0183,C07,24.41,clear,none
P0184,C00,23.71,partially_blocked,moderate
P0184,C01,32.63,clear,moderate
P0184,C02,4.56,partially_blocked,none
P0184,C03,54.97,clear,moderate
P0184,C04,48.08,clear,minor
P0184,C05,3.45,clear,moderate
P0184,C06,51.33,blocked,moderate
P0184,C07,32.36,blocked,none
P0185,C00,63.44,partially_blocked,moderate
P0185,C01,19.63,blocked,moderate
P0185,C02,20.05,partially_blocked,minor
